Position Y,Position X,Position Z
106336.39,386711.82,8.06
106343.45,386703.81,8.04
106519.52,386716.34,7.98
106509.31,386713.54,7.39
106587.02,386715.1,6.88
106601.27,386704.11,6.82
106568.86,386723.44,6.73
106579.56,386722.14,7.18
106547.3,386711.95,7.36
106514.42,386704.14,7.25
106499.43,386719.12,7.19
106602.4,386717.15,6
106920.5,386700.5,5.44
106680,386720,5.44
106939.2,386716.23,5.43
106713.95,386725.08,5.46
106873.4,386700.45,5.48
106910.75,386706.54,5.48
106900,386710,5.47
106797.24,386701.06,5.42
106990,386720,5.38
106920,386715,5.38
107000,386720,5.36
106930,386710,5.39
107030.49,386712.49,5.42
106723.88,386703.23,5.4
106641.98,386719.97,5.4
106690,386710,5.52
106619.33,386712.9,5.91
106770,386710,5.87
106650.61,386712.37,5.84
107050,386710,5.94
107077.47,386701.7,6
106611.31,386723.7,5.97
106890,386710,5.95
106584.27,386705.47,5.81
106797.26,386711.43,5.58
106724.25,386721.18,5.53
106739.94,386713.07,5.53
106790.51,386719.61,5.69
106632.31,386715.62,5.79
106629.54,386703.4,5.72
107038.44,386720.6,5.72
106215,386720,9.8
106160,386710,9.78
106373.62,386716.9,9.78
105863.56,386717.22,9.81
106398.74,386719.84,9.86
105871.8,386725.21,9.85
105808.26,386702.64,9.84
106180,386705,9.78
106376.01,386705.59,9.68
106175,386715,9.67
106388.32,386709.6,9.64
106388.33,386720.42,9.69
106360.56,386719.67,9.77
105858.57,386702.92,9.75
106205,386720,9.74
106366.25,386709.63,9.89
106145,386725,10.28
106422.79,386710.96,10.27
105853.36,386713.4,10.25
106442.12,386708.76,10.36
106432.19,386716.07,10.55
106408.7,386718.11,10.47
106130,386709.99,10.47
105880.02,386705.97,10.24
106165,386720,9.94
106140,386704.99,9.94
105880,386716.08,9.89
105870.55,386702.18,9.94
106449.38,386701.11,10.15
106155,386725,10.11
106150,386705,10.01
106408.44,386706.83,9.62
105834.38,386721.42,9.07
106285.1,386711.9,8.91
106245,386720,8.85
106235,386710,9.12
106200,386710,9.27
105818.26,386705.57,9.14
106260,386720,9.12
106299.95,386710.13,8.76
106343.86,386724.1,8.55
106485.83,386712.92,8.32
106494.12,386703.8,8.24
106484.14,386701.46,8.57
106283.14,386701.92,8.71
106247.66,386709.76,8.68
106458.48,386715.9,8.62
106316.71,386703.28,9.27
106398.6,386709.22,9.57
106210,386710,9.54
106195,386720,9.47
106225,386720,9.58
106185,386715,9.62
106272.16,386703.09,9.6
106418.04,386701.89,9.59
106325.55,386708.37,9.45
106274.41,386719.58,9.36
106312.15,386717.35,9.33
106220,386710,9.29
106235,386720,9.4
106322.88,386723.52,9.44
106474.24,386716,9.42
105825.55,386715.48,9.41
107055,386755,5.33
106665.56,386762.76,5.3
106950,386760,5.28
106760,386760,5.43
106890,386770,5.5
106573.65,386750.89,5.5
106609.03,386768.83,5.45
106649.68,386770.3,5.24
106940,386760,5.21
106863.59,386764.47,5.2
106900,386770,5.18
106960,386770,5.21
106614.03,386759.51,5.24
106627.13,386752.49,5.22
106808.22,386751.85,5.22
106985,386760,5.53
106910,386760,5.78
106820,386760,5.77
106781.77,386771.07,5.76
106563.55,386766.93,5.79
106575.88,386762.21,5.85
106727.49,386759.07,5.84
106638.28,386751.48,5.82
106900,386760,5.74
106605.42,386752.66,5.6
106595.22,386761.64,5.57
106880,386770,5.56
106619.63,386768.13,5.62
106750,386760,5.73
106800.14,386758.61,5.73
106585.76,386766.99,5.64
106673.43,386751.73,5.17
106991.87,386768.7,4.89
107000,386760,4.88
107021.15,386755.53,4.84
106922.62,386760.28,4.9
107010,386760,4.93
106920,386770,4.92
106980.32,386772.81,4.91
107020,386770,4.83
106000,386750,12.54
106000.01,386740,12.41
105989.81,386739.83,12.26
105975,386734.99,12.57
107030.68,386773.75,4.58
105965,386740,12.68
105955.46,386744.58,12.6
107030.85,386757.97,4.95
106940.44,386773.65,5.1
106970,386770,5.1
107040,386765,5.03
106639.51,386773.68,5.1
106950,386770,5.16
106959.79,386754.56,5.14
106655.19,386761,5.11
106775.26,386761.8,5.02
107042.26,386754.07,4.98
106767.8,386770.22,4.98
107010,386770,4.95
106971.71,386755.36,4.99
106910,386770,5.01
106930,386770,5
106787.51,386759.99,4.99
106510.19,386753.51,7.76
106485,386775,7.69
105863.76,386752.13,7.66
106439.93,386769.72,7.8
106465,386775,8.3
106472.81,386765.07,8.28
106422.87,386765.28,8.05
106500.28,386756.86,7.56
106535,386760,7.17
106530,386770,7.06
106519.31,386768.37,7.05
106458.9,386755.36,7.25
106450.72,386761.57,7.56
105867.6,386765.87,7.52
106547.06,386750.73,7.52
106430.16,386755.24,8.32
105897.49,386751.49,9.37
105901.72,386765.88,9.37
106380.24,386771.22,9.24
106295,386760,9.38
106321.43,386766.21,9.41
106260,386755,9.4
105885.43,386770.92,9.39
106401.66,386767.81,9.19
106369.58,386760.01,8.86
106488.36,386755.92,8.79
106415.38,386772.87,8.34
106393.49,386773.8,8.91
106315.78,386751.67,9.11
106365.16,386769.04,8.99
106360.77,386754.2,8.97
106494.16,386765.9,6.93
106585.35,386755.16,6.01
106740,386760,6.01
106643.31,386762.37,6
106700,386760,6.05
106890,386760,6.11
106546.63,386760.81,6.06
106840,386760,6.05
106630.19,386762.6,5.98
106718.24,386767.95,5.9
106553.24,386774.87,5.87
106820,386770,5.86
106750,386770,5.9
106830,386760,5.96
106558.6,386757.46,5.96
106679.33,386760.57,5.92
106880,386760,6.11
106740,386770,6.42
106693.54,386769.04,6.4
106710,386760,6.34
106521.84,386756.75,6.43
106508.8,386765.5,6.57
106594.78,386751.26,6.52
106800,386770,6.48
106850,386760,6.25
106830,386770,6.17
106671.63,386771.6,6.16
106729.61,386768.96,6.12
106850,386770,6.19
106681.95,386771.68,6.24
106810,386770,6.22
106840,386770,6.2
105948.85,386735.98,12.25
106260,386745,9.33
106290,386750,9.29
105851.18,386744.93,9.22
106280,386750,9.37
106270,386750,9.45
106240,386730,9.42
106333,386725.39,9.39
106250,386730,9.18
106293.11,386731.41,8.99
106501.87,386741.87,8.77
106345.78,386741.51,8.75
105844.2,386733.55,9.01
106271.82,386736.95,9.12
106279.46,386729.66,9.06
106352.22,386731.69,9.05
106320.49,386740.4,9.48
106185,386740,9.71
106235,386745,9.68
106180,386730,9.66
105892.23,386739.36,9.73
105879.98,386732.98,9.76
105832.8,386732.78,9.76
106476.95,386727.76,9.73
106367.33,386746.37,9.64
105888.98,386728.36,9.52
106331.58,386735.92,9.49
106200,386735,9.49
106464.34,386725.79,9.53
106245,386740,9.59
106250,386750,9.57
106190,386730,9.55
106454.39,386729.17,8.65
106752.45,386728.9,6.66
106890,386750,6.51
106880,386750,6.47
106540.39,386739.39,6.88
106533.44,386747.3,7.16
106545.16,386730.47,7.08
106555.25,386731.32,6.92
106870,386750,6.42
106732.24,386739.08,6.18
106800,386730,6.16
106720,386750,6.15
106900,386750,6.26
106603.2,386742.21,6.41
106910,386750,6.33
106613.96,386734.52,6.27
106488.17,386733.25,7.3
106356.49,386741.9,8.19
105861.45,386738.22,8.04
106444.04,386733.14,8.04
106490.71,386745,8.2
106456.38,386743.14,8.35
106306.53,386734.05,8.28
106441.92,386748.61,8.26
106512.41,386740.36,7.6
106467.28,386749.55,7.34
106526.47,386726.78,7.33
106550.24,386741.13,7.31
106524.16,386742.51,7.36
106480.81,386742.02,7.56
106498.04,386731.05,7.54
106574.21,386732.47,7.51
106105,386740,11.34
106074.56,386737.5,11.27
105924.1,386738.1,11.27
105930.24,386747.13,11.43
106080.97,386746.57,11.66
106075.16,386726.34,11.54
106105,386730,11.45
106115,386730,11.24
105932.39,386728.08,10.95
106125,386735,10.94
106415.89,386737.87,10.9
106110,386750,11.1
106115,386740,11.15
105913.48,386734.21,11.12
105937.32,386738.21,11.1
106031.85,386744.5,11.76
106045.01,386734.99,12.11
106010.01,386740,12.07
105980.11,386746.59,12.05
106005,386729.99,12.12
106021.4,386743.77,12.2
105985,386729.99,12.19
105943.89,386747.76,12.15
105995,386730,12.05
106085,386730,11.98
106095,386730,11.84
106095,386740,11.78
106060,386730,11.98
106028.48,386735.06,12.05
106050.18,386747.62,12.03
106057.56,386740.33,12
106393.44,386740.89,10.87
106304.81,386750.29,9.92
105876.11,386742.93,9.91
106424.11,386744.21,9.9
106220,386730,9.93
106205,386745,9.98
106180,386750,9.98
106170,386745,9.98
106368.86,386727.3,9.89
106210,386735,9.82
105840.97,386745.3,9.81
106230,386730,9.79
106190,386750,9.83
106225,386740,9.87
106215,386750,9.87
106165,386730,9.87
106376.26,386736.24,10
105915.21,386749.78,10.7
106130,386745,10.67
106408.77,386729.3,10.61
105903.83,386729.7,10.72
106403.71,386738.18,10.81
106120,386750,10.79
106140,386745,10.73
106135,386730,10.57
106150,386750,10.3
106145,386735,10.27
106160,386750,10.18
106155,386735,10.3
105904.78,386743.01,10.46
106385.73,386731.2,10.4
106433.44,386734.03,10.39
106464.37,386669.09,9.63
106285,386655,9.58
106195,386655,9.56
106410.92,386674.72,9.64
106170,386655,9.68
105810.5,386665.4,9.66
106210,386675,9.65
105835.79,386667.46,9.51
106205,386660,9.47
105822.01,386666.68,9.43
105810.58,386655.07,9.42
106195,386675,9.47
106170,386665,9.5
106215,386655,9.48
106432.37,386660.54,9.48
106487.68,386659.09,9.69
106140,386665,10.41
106145,386654.99,10.09
106155,386675,10.03
106135,386655,10.53
105863.64,386673.67,10.61
105867.27,386656.42,10.58
106130,386665,10.55
105812.33,386675.24,9.95
105829.89,386659.22,9.75
106160,386665,9.72
106150,386665,9.71
106155,386655,9.83
105840.33,386653.89,9.95
106482.93,386669.37,9.89
105847.26,386665.63,9.86
106180,386665,9.35
106220,386670,8.9
106493.27,386668.87,8.9
106265,386670,8.89
106518.53,386659.2,8.93
106297.73,386669.8,8.96
106255,386675,8.95
106245,386665,8.94
106240,386675,8.87
106503.5,386663.83,8.81
106230,386675,8.79
106366.61,386656.27,8.74
106474.17,386664.06,8.82
106526.13,386651.67,8.84
106464.13,386651.74,8.84
106270,386655,8.83
106442,386663.74,8.98
106328.98,386667.09,9.23
106185,386675,9.19
106315.02,386672.59,9.16
106402.2,386668.11,9.25
106416.99,386662.59,9.34
106190,386665,9.3
106175,386675,9.26
105784.34,386658.52,9.15
106260,386660,9.05
106346.75,386654.38,9.03
106328.99,386653.95,9.01
106439.51,386674.2,9.08
106343.57,386665.06,9.14
105790.6,386667.09,9.12
106320.45,386661.34,9.11
105930.01,386660,12.31
105985.57,386659.42,12.15
105919.25,386666,12.14
105894.34,386657.94,12.4
106840.91,386687.13,4.96
106867.99,386678.72,4.96
105906.24,386665.76,12.5
105973.1,386650.96,12.08
105915.42,386656.3,11.96
105995,386665,11.95
105970,386665,11.95
106030.23,386666.58,11.97
105960,386669.99,12.02
105945.01,386655,12.01
106005,386659.99,11.99
106857.05,386678.09,5.03
106770,386680,5.17
106713.43,386697.45,5.17
106745.25,386693.88,5.16
106730,386690,5.19
106820,386680,5.24
106830,386700,5.23
106984.67,386698.31,5.2
106760,386680,5.16
106830,386680,5.12
106861.18,386697.79,5.12
106676.2,386690.31,5.1
106854.33,386690.43,5.14
106850,386700,5.15
106739.74,386682.05,5.15
106840,386700,5.14
105960,386659.99,11.94
106047.15,386659.88,11.61
106017.22,386660.1,11.59
106107.8,386670.41,11.57
106115,386655,11.62
106062.57,386661.42,11.67
106100,386655,11.66
105883.19,386658.38,11.65
106009.72,386650.96,11.53
106120,386665,10.96
106135,386675,10.7
105875.18,386666.52,10.66
106125,386655,11.06
105856.65,386660.14,11.5
106020.79,386674.15,11.47
105852.55,386650.96,11.2
106095.06,386670.3,11.67
105950,386670,11.81
106069.55,386652.06,11.8
106056.13,386650.81,11.77
106040,386675,11.82
105995.01,386675,11.93
105980,386669.99,11.88
106011.54,386668.85,11.87
105939.99,386664.99,11.76
105887.88,386667.82,11.7
106074.74,386671.08,11.69
106079.21,386655.29,11.68
106090.01,386660,11.7
106054.28,386668.32,11.72
106085,386670,11.72
105996,386654.5,11.71
106474.16,386651.49,8.67
106780,386660,5.12
106820,386660,5.1
106790,386660,5.1
106780,386670,5.12
106917.95,386660.44,5.14
106800,386660,5.14
106830,386670,5.12
106860,386660,5.1
106744.84,386673.16,5.05
106770,386660,5.05
106925.28,386651.16,5.05
106760,386670,5.07
106870,386660,5.09
106770,386670,5.07
106830,386660,5.07
106890.06,386671.88,5.16
106958,386667.8,5.36
106662.54,386673.27,5.35
106698.32,386672.82,5.33
106930,386660,5.38
106710.99,386661.81,5.41
106673.16,386665.6,5.39
106750,386660,5.39
106718.98,386653.34,5.32
106820,386670,5.19
106907.7,386669.14,5.18
106810,386660,5.16
106840,386670,5.22
106850,386670,5.3
106947.78,386654.6,5.3
106790,386670,5.29
106843.23,386659.84,5.04
105978.59,386634.85,11.92
105900.7,386633.55,11.84
106014.04,386629.69,11.84
106028.23,386645.96,11.93
105908.07,386646.32,12.01
105940,386634.99,11.98
106075,386639.99,11.95
106073.46,386629.57,11.79
106065.01,386635,11.67
106050.81,386638.59,11.65
106100,386645,11.64
105876.06,386649.11,11.69
106020,386640,11.79
106090,386650,11.75
106089,386638.25,11.73
105950,386630,12.01
105760,386670,4.71
106882.79,386657.74,4.65
105914.2,386626.56,12.2
106877.94,386671.63,4.82
106760.1,386658,5.01
106897.48,386664.34,4.98
106907.77,386657.76,4.92
105887.81,386649.25,12.18
105874.56,386630.2,12.1
105935.01,386649.99,12.1
105950.01,386645,12.02
105881.64,386640.49,12.12
105960,386649.99,12.14
105965,386634.99,12.14
105925,386639.99,12.12
106583.86,386659.76,7.61
106603,386662.43,7.61
106622.85,386652.59,7.42
105765,386660,7.71
106393.57,386655.4,7.91
106385.68,386661.72,7.91
106594.44,386653.64,7.83
106573.77,386667.65,7.39
106634.48,386670.94,6.35
106990,386660,6.35
107000,386660,6.2
105770,386670,7.16
106563.85,386663.1,7.31
106556.71,386672.15,7.25
106573.54,386655.82,7.2
106367.38,386673.2,8.02
106520.12,386669.41,8.37
106551.11,386658.2,8.33
106360.11,386663.92,8.3
106225,386660,8.62
106508.52,386654.3,8.67
106297.77,386652.57,8.65
106235,386660,8.62
106377.42,386655.53,8.25
106532.96,386671.48,8.09
106543.29,386666.97,8.09
106352.67,386670.65,8.07
106590.77,386668.54,8.13
106375.1,386665.71,8.21
106308.52,386657.84,8.18
106535.44,386655.86,8.13
106990,386670,6.08
106729.78,386654.72,5.67
106673.5,386653.44,5.67
106700,386660,5.63
106740,386660,5.68
106970,386670,5.79
106652.93,386670.06,5.77
105755,386660,5.74
106720,386670,5.61
106810,386670,5.52
106800,386670,5.49
106945.34,386664.65,5.45
106935.5,386671.11,5.57
106925,386670,5.58
106690,386660,5.58
106733.09,386673.15,5.58
107014.6,386672.99,5.89
106601.57,386672.91,6.03
106980,386670,6.02
106615.14,386661.33,6.02
107000,386670,6.05
107046.54,386669.29,6.08
107027.02,386667.04,6.07
107010,386660,6.05
106975,386655,6.02
106634.15,386650.8,5.91
106660.73,386662.56,5.91
106632.13,386660.8,5.9
107037.01,386665.69,5.96
106624.22,386667.59,6.01
107030.81,386656.84,5.99
106650,386660,5.98
105880.27,386675.73,10.86
106125,386680,10.63
106125,386700,10.62
105890.21,386689.61,10.89
106115,386690,11.11
106097.08,386690.54,11.03
105896.08,386697.93,10.98
105878.25,386693.82,10.58
106429.74,386699.94,10.16
106145,386680,10.15
106457.15,386694.66,10.08
106135,386685,10.31
106125.01,386690,10.39
106135,386695,10.37
105867.08,386683.54,10.36
106095.12,386680.6,11.34
106051.62,386699.45,11.7
106061.38,386689.92,11.69
105908.76,386698.78,11.67
106040.75,386690.77,11.77
105985,386680,11.86
106085,386695,11.79
106075,386685,11.78
106036.49,386699.9,11.64
106105,386700,11.36
105896.09,386680.6,11.35
106115,386680,11.35
106060.95,386675.98,11.46
106028.24,386688.11,11.55
106085.13,386681.89,11.55
105903.28,386690.34,11.48
105840.43,386694.96,10.08
106379.65,386688.7,9.57
106175,386695,9.56
106425.17,386677.7,9.55
106306.8,386700.16,9.59
106185,386695,9.73
105843.85,386683.55,9.68
106165,386700,9.67
105823.82,386677.61,9.55
105793.98,386677.08,9.42
106408.37,386693.09,9.4
106286.39,386677.91,9.4
106304.43,386689.79,9.43
106434.99,386685.07,9.55
106195,386700,9.52
106398.66,386698.72,9.43
105851.71,386695.42,9.75
105856.87,386686.57,9.95
106454.49,386677.62,9.95
106439.62,386694.07,9.91
106155,386695,9.96
106145,386695,10.04
106449.37,386688.12,9.99
105825.72,386689.05,9.99
105801.11,386694.36,9.9
105853.71,386676.23,9.8
106155,386685,9.78
106165,386690,9.77
106464.34,386680.6,9.82
105865.29,386693.59,9.89
105834.65,386678.96,9.85
106422.81,386691.8,9.84
106995.02,386708.83,5.23
106704.45,386721.41,5.22
106680.1,386702.06,5.22
106840,386710,5.23
106956.54,386722.58,5.23
106655.7,386721.54,5.23
106820,386710,5.23
106865.79,386707.13,5.21
106834.96,386718.7,5.18
107016.64,386719.11,5.17
106850,386710,5.16
106907.64,386717.36,5.2
106781.56,386714.61,5.21
106894.07,386723.12,5.2
106830,386710,5.2
106706.19,386706.28,5.24
106774.33,386722.78,5.32
106670,386720,5.31
106788.39,386706.21,5.29
106927.25,386723.23,5.33
106970,386720,5.35
106729.48,386712.18,5.35
106660.29,386706.63,5.33
106716.54,386712.46,5.29
106670,386710,5.26
106811.14,386716.54,5.25
106734.91,386701.6,5.25
107010,386710,5.26
106745.23,386704.33,5.29
106690.86,386720.12,5.28
106980,386720,5.28
106850,386720,5.16
106025.01,386700,12.03
106010,386689.99,12.03
105975,386694.99,12.01
105975,386684.99,12.03
105955,386680,12.09
105918.08,386694.17,12.09
105965,386680,12.09
105995,386695,11.97
106000.01,386684.99,11.91
105940.01,386679.99,11.91
106075,386695,11.86
106015.01,386699.99,11.93
106018.95,386684.15,11.97
105985,386694.99,11.96
105940,386689.99,11.95
105960,386700,12.13
106860,386720,5.02
106871.26,386722.24,5
107073.19,386724.69,4.97
106964.39,386707.31,5.03
107087.2,386715.18,5.13
106953.86,386712.68,5.09
106974.71,386702.49,5.08
106009.73,386678.8,12.57
105960,386690,12.21
105950,386694.99,12.19
106005,386699.99,12.15
105940,386700,12.22
105930.01,386694.99,12.56
105925.54,386676.55,12.41
105912.11,386684.63,12.29
106175,386685,9.38
106950,386690,5.6
106676.63,386675.95,5.6
106790,386690,5.59
106650,386700,5.61
106930,386680,5.62
107032.92,386675.43,5.61
107000,386690,5.61
106810,386700,5.59
106950,386680,5.56
106960,386680,5.56
107010,386700,5.55
106890,386690,5.56
106800,386680,5.59
106900,386680,5.58
106900,386700,5.57
106780,386700,5.62
106642.37,386678.03,5.87
106634.9,386686.26,5.82
107010,386690,5.8
107019.25,386683.52,5.87
