Position Y,Position X,Position Z
105620,386145,11.78
105724.95,386149.26,11.75
105627.78,386133.15,11.68
105590,386130,11.57
105780.39,386143.83,11.56
105790,386140,11.52
105775,386130,11.57
105600,386130,11.66
105731.14,386138.95,11.63
105767.66,386140.22,11.6
105673.93,386146.83,11.85
105652.79,386128.21,12.03
105643.23,386146.52,12.02
105671.68,386135.36,12.01
105757.67,386144.27,12.05
105682.21,386134.83,12.18
105640.1,386133.53,12.14
105694.19,386133.31,12.12
105703.94,386140.14,11.99
105661.87,386132.54,11.88
105741.14,386145.04,11.87
105711.78,386147.06,11.86
105684.08,386146.78,11.93
105664.08,386149.97,11.98
105739.21,386132.55,11.96
105654.74,386143.62,11.96
105633.43,386142.41,11.48
105541.75,386130.6,10.49
105530,386135,10.46
106070,386135,10.43
106045.01,386139.99,10.5
106015,386150,10.63
106090,386145,10.6
106035,386145,10.52
106080,386139.99,10.41
106025,386140,10.36
106055,386135,10.36
105552.33,386139.27,10.34
105530,386145,10.38
105520,386135,10.41
106090,386135,10.4
106070,386145,10.4
106025.01,386130,10.66
105828.47,386143.52,11.32
105817.44,386135.78,11.3
105814.22,386145.25,11.3
105580,386130,11.33
105795,386130,11.46
105785,386130,11.41
105805,386150,11.35
105806.28,386133.82,11.23
106080.01,386149.99,10.81
105539.82,386140.43,10.74
106060,386145,10.74
105598.23,386142.11,11.01
105818.7,386125.68,11.18
105590,386150,11.16
105580,386140,11.11
106267.08,386150.88,8.79
106304.43,386174.16,8.79
106435.12,386174.27,8.77
106296.4,386153.3,8.79
106280.56,386169.99,8.82
106161.53,386162.16,8.8
106410.26,386157.9,8.8
106160.19,386152.06,8.7
106332.27,386159.7,8.65
106283.68,386153.98,8.64
106364.74,386162.03,8.63
106377.24,386161.82,8.65
106345.41,386160.56,8.7
106258.96,386157.46,8.67
106345.29,386171.95,8.67
106170.69,386167.84,8.88
105530.82,386168.51,9.39
106267.51,386168.24,9.35
105522.58,386161.52,9.29
106222.51,386170.03,9.39
105990,386170,9.54
105515.59,386151.58,9.5
106196.2,386161.89,9.4
106131.84,386154.89,9.23
106206.75,386160.55,9.06
106129.41,386165.21,8.91
106292.08,386167.12,8.9
105505,386165,9.11
106199.72,386152.07,9.2
105510,386175,9.19
106422.75,386160.21,9.13
106361.21,386174.83,8.63
106321.52,386165.77,8.02
106356.85,386155.71,7.99
106372.29,386171.57,7.98
106185.46,386155.91,8.11
105495,386160,8.25
106219.21,386158.79,8.16
106370.59,386150.81,8.12
105490,386170,7.72
105470,386175,5.18
105460,386160,3.34
105460,386170,3.23
105470,386165,5.35
105485,386160,7.45
105480,386170,6.7
105475,386155,6.35
106385.19,386174.45,8.25
106198.82,386171.68,8.53
106413.75,386174.14,8.53
106209.27,386173.3,8.51
106139.84,386165.5,8.54
106404.04,386168.87,8.61
106273.63,386159.43,8.59
106301.52,386162.71,8.57
106231.12,386157.1,8.5
106390.92,386156.53,8.33
106243.81,386155.84,8.3
106231.8,386174.16,8.26
106180.27,386171.52,8.34
106251.42,386172.84,8.48
105500,386175,8.43
106312.8,386158.44,8.36
106060.25,386837.09,12.02
106220,386850,11.91
106064.69,386848.8,11.64
106210,386840,12.04
105973.96,386830.03,12.23
106210,386850,12.18
106071.74,386834.48,12.04
106245,386845,11.61
106210,386830,11.55
106200,386840,11.5
106200,386830,11.42
106220,386840,11.55
105970.16,386843.74,11.58
106235,386830,11.58
106200,386850,11.57
106050.95,386844.28,12.38
105996.36,386830.31,13.48
105992.3,386840.26,13.11
106006.19,386827.92,13.03
106003.49,386839.02,13.57
106880,386864.99,5.29
106890,386860,5.19
106918.02,386852.36,4.8
106049.74,386833.83,12.86
106018.86,386845.8,12.57
105981.33,386842.01,12.48
106041.52,386827.96,12.47
106028.81,386832.9,12.57
106035.03,386842.58,12.85
105984.63,386830.07,12.83
106013.22,386836.03,12.63
106250,386835,11.4
106087.62,386826.48,11.03
106350,386850,11.02
106335,386845,10.98
106310,386845,11.04
106170,386830,11.08
106085.02,386836.33,11.07
106350,386835,11.06
106089.67,386845.56,10.97
106310,386835,10.91
106325,386850,10.87
106370,386845,10.84
106340,386830,10.92
106300,386835,10.97
106300,386845,10.95
106175,386850,10.92
106255,386850,11.09
106265,386850,11.25
106290,386845,11.24
106265,386840,11.23
106190,386830,11.25
106225,386830,11.31
106230,386840,11.29
106280,386845,11.25
106260,386830,11.22
106280,386835,11.12
106330,386835,11.12
106290,386835,11.11
106180,386830,11.13
106235,386850,11.21
106180,386840,11.21
106190,386845,11.15
105927.94,386850.84,9.12
106675,386860,9.07
106650,386875,9.01
106510,386865,9.19
105916.42,386858.96,9.35
105942.47,386862.06,9.24
106510,386855,9.19
105931.64,386861.96,8.94
106640,386875,8.3
106830,386860,8.29
106665,386860,8.26
106520,386865,8.32
106810,386860,8.67
106520,386855,8.59
106820,386860,8.54
106670,386870,9.38
106490,386870,9.85
106145,386875,9.83
106480,386860,9.82
106150,386860,9.85
106698.83,386860.31,9.97
106101.28,386861.28,9.94
106160,386875,9.93
106135,386860,9.72
106660,386875,9.44
105921.06,386869.08,9.43
106500,386860,9.4
105895.35,386869.75,9.55
106490,386860,9.68
106500,386870,9.66
106702.14,386850.5,9.65
106530,386865,8.1
106595,386860,6.78
106585,386860,6.78
106625,386860,6.78
106630,386870,6.95
106575,386855,7.01
106590,386870,6.99
106615,386875,6.97
106635,386860,6.69
106655,386855,6.35
106645,386860,6.11
105901.87,386860.6,6.1
106870,386865,6.36
106605,386870,6.68
106615,386860,6.63
105905.6,386869.97,6.46
106860,386865,7.03
106545,386875,7.85
106540,386860,7.72
106580,386875,7.7
106535,386875,7.95
106850,386855,8.04
106839.99,386864.99,8.02
106530,386855,7.99
106570,386865,7.61
106555,386855,7.34
106550,386865,7.32
106655,386865,7.04
106560,386865,7.35
106555,386875,7.54
106565,386855,7.53
106850,386865,7.51
106360,386835,10.84
106780,386830,8.91
106810,386850,8.84
106770,386830,8.79
106800,386830,8.92
106790,386830,9.04
105942.34,386850.17,9
106515,386835,8.94
106750,386830,8.75
106830,386850,8.5
106830,386840,8.4
106820,386830,8.4
106820,386840,8.53
106810,386830,8.72
106760,386830,8.63
106820,386850,8.6
106525,386835,9.05
106505,386835,9.3
106810,386840,9.28
106800,386840,9.28
106520,386845,9.31
106790,386850,9.33
106495,386830,9.33
106770,386850,9.33
106780,386840,9.27
106760,386840,9.13
106800,386850,9.08
106770,386840,9.08
106505,386845,9.13
106726.02,386834.82,9.23
106730.96,386825.83,9.2
105921.69,386831.83,9.19
106840,386850,8.36
106661.44,386830.28,6.75
106870,386850,6.68
106590,386850,6.62
106670,386840,6.78
106860,386830,6.92
106655,386845,6.82
106615,386835,6.79
106625,386835,6.6
105897.45,386848.66,6.5
106646.86,386833.82,6.48
106591.48,386832.84,6.32
106600,386845,6.52
106630,386850,6.59
106620,386845,6.54
106601.1,386826.39,6.52
106675,386830,7.04
106830,386830,7.89
106860,386850,7.82
106560,386845,7.82
106850,386840,7.98
106535,386840,8.28
106545,386845,8.1
106840,386840,7.99
106850,386830,7.75
106665,386850,7.28
106545,386835,7.28
106644.27,386843.72,7.07
106555,386835,7.33
106840,386830,7.67
106535,386830,7.51
106860,386840,7.41
106415,386845,10.23
106125,386830,10.22
106445,386845,10.21
106400,386840,10.27
106106.21,386836.39,10.32
106120,386840,10.31
106140,386830,10.31
106150,386840,10.2
106410,386835,10.15
106130,386840,10.13
105935.02,386830.69,10.11
106465,386850,10.16
106125,386850,10.17
106425,386845,10.17
106435,386850,10.16
106109.08,386847.52,10.37
106160,386830,10.75
106370,386835,10.71
106360,386845,10.68
106270,386830,10.8
106170,386840,10.84
105947.58,386833.14,10.8
106320,386835,10.8
106380,386840,10.62
106390,386845,10.45
106390,386835,10.43
106400,386850,10.42
106380,386830,10.46
106165,386850,10.57
106150,386830,10.49
106160,386840,10.49
106445,386835,10.1
106485,386835,9.56
106475,386830,9.56
106739.53,386833.55,9.51
106780,386850,9.57
106485,386850,9.75
106475,386840,9.59
105908.02,386832.1,9.57
106760,386850,9.43
106790,386840,9.4
105934.43,386841.68,9.39
105884.17,386828.5,9.39
106495,386850,9.4
105911.02,386842.71,9.42
106711.88,386843.35,9.4
106495,386840,9.4
106145,386850,9.78
106435,386835,9.97
106736.68,386844,9.97
106716.64,386831.09,9.96
106140,386840,10.02
106400,386830,10.08
106155,386850,10.06
106455,386845,10.05
106690.97,386848.29,9.96
106420,386835,9.86
106475,386850,9.83
106455,386835,9.81
106135,386850,9.88
106699.18,386840.44,9.91
106465,386840,9.9
106723.63,386845.77,9.89
106190,386890,10.28
106680,386890,10.27
106495,386890,10.23
106620,386900,10.31
106670,386890,10.42
105966.44,386899.28,10.4
106485,386880,10.35
106105.56,386884.34,10.22
106790.64,386886.78,10.19
106670,386900,10.17
106762.78,386899.74,10.11
106717.41,386895.8,10.2
106781.28,386891.26,10.21
106771.73,386895.09,10.2
106701.42,386895.2,10.2
106490,386900,10.43
106380,386880,10.77
106135,386900,10.77
106691.38,386899.19,10.76
106741.6,386888.99,10.78
106696.42,386881.96,10.89
106768.68,386877.28,10.88
105961.07,386879.62,10.82
106190,386880,10.74
106109.58,386896.81,10.54
106160,386885,10.48
106180,386885,10.43
105962.12,386890.24,10.55
106200,386890,10.74
106485,386890,10.73
106475,386880,10.58
106685,386880,10.11
106540,386895,9.51
106550,386895,9.46
106515,386890,9.42
106625,386890,9.56
106590,386900,9.75
105936.73,386898.49,9.68
106570,386900,9.63
106560,386895,9.37
106600,386890,9.25
105927.25,386893.52,9.23
106570,386890,9.2
106525,386890,9.29
105917.27,386881.16,9.33
106505,386885,9.33
105904.46,386893.47,9.29
106640,386885,9.76
106530,386900,10
106140.41,386888.35,9.98
106660,386885,9.93
106505,386895,10.01
106200,386900,10.07
106520,386900,10.02
106495,386880,10.02
106670,386880,9.89
106125.25,386894.09,9.78
106120.77,386883.25,9.76
106580,386900,9.76
106610,386895,9.81
105928.31,386882.1,9.86
106170,386885,9.85
106650,386885,9.83
106275,386895,11.25
106425,386900,11.25
106445,386890,11.24
106320,386885,11.26
106435,386900,11.28
106255,386880,11.28
106255,386900,11.27
106400,386900,11.23
106415,386895,11.19
106435,386890,11.18
106250,386890,11.17
106360,386880,11.19
106370,386885,11.23
106285,386900,11.21
106335,386880,11.21
105983.43,386882.59,11.29
106074.79,386877.34,11.71
105985.92,386893.48,11.63
106077.31,386888.16,11.56
106220,386895,11.89
106230,386895,12.02
106210,386885,11.96
106315,386895,11.94
106300,386900,11.43
106200,386880,11.31
106240,386895,11.29
106385,386890,11.29
106305,386890,11.33
106265,386885,11.36
106470,386900,11.35
106325,386895,11.35
106410,386885,11.16
106365,386895,10.99
106345,386880,10.99
106390,386880,10.98
106465,386880,11.01
106345,386890,11.03
106753.6,386893.38,11.02
106475,386890,11.01
106706.92,386878.47,10.97
106295,386890,10.94
106265,386895,10.91
106078.35,386898.83,10.9
106430,386880,10.94
106781,386879.54,10.97
106295,386880,10.97
106750.71,386881.55,10.95
106240,386885,11.03
106480,386900,11.13
106285,386885,11.13
106355,386890,11.12
106455,386885,11.14
106275,386880,11.15
106425,386890,11.15
106465,386890,11.14
106400,386885,11.12
106375,386895,11.08
106440,386880,11.05
106350,386900,11.04
106455,386895,11.08
106210,386895,11.1
106335,386890,11.1
106420,386880,11.09
106590,386890,9.15
106285,386875,10.88
106360,386870,10.87
106180,386865,10.87
106430,386870,10.88
106445,386870,10.89
105952.82,386852.09,10.89
106355,386860,10.88
106365,386860,10.84
106335,386860,10.7
106709.23,386867.57,10.66
106420,386865,10.64
106400,386870,10.71
106385,386855,10.83
106295,386855,10.83
106767.36,386859.71,10.78
106460,386870,10.9
106190,386870,11.13
106325,386860,11.06
106340,386870,11.05
106255,386870,11.13
106195,386860,11.16
106310,386875,11.14
106345,386860,11.13
106315,386860,11.03
106300,386870,10.96
106305,386855,10.91
106385,386865,10.9
106350,386870,10.96
106185,386855,11.01
106370,386875,10.97
106285,386865,10.97
106440,386860,10.64
106160,386860,10.2
106720.36,386872.15,10.2
106420,386855,10.2
106480,386870,10.2
106778.7,386868.48,10.3
106170,386875,10.24
106470,386860,10.21
106112.13,386859.04,10.18
106712.02,386857.16,10.04
106103.48,386872.61,10.03
106116.6,386868.7,9.98
106688.54,386866.5,10.05
106125,386860,10.14
106731.24,386853.62,10.13
106098.77,386851.03,10.08
105952.44,386865.62,10.33
106395,386860,10.55
106736.89,386863.75,10.55
106375,386865,10.55
106170,386860,10.56
106180,386875,10.62
106405,386860,10.57
106375,386855,10.56
106410,386875,10.54
106723.57,386860.21,10.42
106430,386860,10.41
106450,386855,10.36
106460,386860,10.44
106697.53,386871.58,10.54
106470,386870,10.53
106745.51,386850.6,10.45
105914.09,386890.66,6.04
106165,386895,5.71
106047.69,386863.66,13.56
106180,386895,6.23
106605,386880,7.79
106590,386880,7.47
106190,386900,6.33
106018.43,386869.91,13.22
106025.15,386857.06,12.54
105986.3,386863.14,12.53
106220,386875,12.38
106039.03,386852.06,13.02
106037.54,386863.52,13.18
106004.93,386852.45,13.15
106010.88,386861.56,13.08
106570,386880,7.93
105949.46,386875.52,8.96
106630,386880,8.9
105938.44,386880.39,8.88
105955.48,386899.09,8.99
106580,386890,9.05
105952.14,386886.35,9.02
106615,386885,9.02
105942.13,386889.87,8.87
106555,386885,8.47
106525,386880,8.29
106545,386885,8.16
105905.7,386882.49,8.58
106155,386895,8.85
106535,386885,8.73
106515,386880,8.6
106215,386860,12.36
105977.91,386872.26,11.56
106265,386875,11.54
106275,386870,11.47
106200,386870,11.56
105997.54,386860.7,11.77
105962.44,386869.03,11.72
106089.67,386856.71,11.6
106070.54,386863.31,11.47
106265,386860,11.22
106325,386870,11.22
106245,386855,11.21
106245,386865,11.26
106275,386855,11.45
106240,386875,11.38
106285,386855,11.28
106205,386860,11.86
105985.08,386852.76,12.21
106005.12,386869.92,12.2
105992.92,386872.75,12.15
106210,386875,12.26
106081.39,386866.3,12.35
106056.53,386858.87,12.31
106225,386860,12.27
105973.61,386862.34,12.14
106091.86,386867.66,12.04
106126.31,386873.53,11.95
105961.41,386858.62,11.89
106235,386860,12.06
106230,386870,12.13
106059.28,386869.07,12.12
106079.96,386852.02,12.07
106790,386800,6.88
106540,386795,6.87
106703.18,386793.03,6.83
106694.89,386799.18,6.92
106530,386790,7.07
105878.03,386790.57,7.02
106530,386800,7
106800,386800,6.7
106810,386800,6.51
106676.71,386781.13,6.37
106700.37,386783.12,6.35
106780,386800,6.52
106653.34,386797.55,6.56
106689.1,386778.83,6.53
106666.57,386795.47,6.53
105871.77,386776.39,7.2
106401.56,386783.94,8.15
106417.73,386784.35,8.13
106382.43,386784.86,8.05
106475,386780,8.21
106490,386800,8.73
106485,386790,8.3
106382.41,386797.65,8.23
106365.98,386796.04,8.02
106510,386790,7.41
106520,386795,7.29
106525,386780,7.28
106495,386780,7.51
106500,386800,7.96
106500,386790,7.62
106510,386800,7.58
106692.02,386788.87,6.33
106770,386790,5.83
106568.29,386783.01,5.81
106552.25,386797.27,5.8
106790,386789.99,5.88
106589.59,386794.98,6.03
106740,386780,5.97
106820,386790,5.96
106657.61,386776.55,5.8
106850,386780,5.68
106578.31,386795.88,5.62
106830,386790,5.6
106830,386780,5.7
106580.92,386776.8,5.79
106560.45,386789.84,5.74
106750,386800,5.72
106830,386800,6.05
106720,386780,6.26
106649.7,386787.12,6.22
106550.75,386784.78,6.21
106780,386790,6.26
106666.54,386783.57,6.32
106820,386800,6.32
106642.29,386794.36,6.27
106820,386780,6.19
106760,386800,6.07
106601.23,386785.61,6.06
106804.36,386782.61,6.05
106730,386780,6.1
106683.97,386795.36,6.16
106770,386800,6.15
106612.62,386781.47,6.11
106265,386800,10.24
106355,386800,10.23
106420,386795,10.22
106235,386780,10.25
106300,386800,10.33
106215,386780,10.32
105931.4,386788.56,10.29
106265,386785,10.18
106275,386795,10.12
106280,386780,10.11
106345,386795,10.1
105920.3,386795.01,10.12
105900.67,386787.81,10.16
105923.77,386780.86,10.16
106355,386790,10.14
105860.61,386775.71,10.36
106235,386790,10.6
105938.66,386799.65,10.54
106145,386780,10.53
106135,386780,10.61
106145,386790,10.65
106120,386779.99,10.64
106170,386780,10.64
106205,386780,10.52
106068.92,386780.62,10.41
106315,386800,10.4
106225,386780,10.38
106073.41,386797.24,10.46
106240,386800,10.48
105893.31,386777.27,10.47
105902.92,386797.95,10.47
106300,386790,10.09
106326.84,386781.48,9.29
106465,386785,9.19
105910.42,386790.32,9.18
106455,386790,9.31
105867.61,386785.52,9.49
106445,386800,9.46
105904.14,386775.75,9.43
106445,386780,9.17
106455,386780,9.01
106475,386790,8.95
106393.44,386796.29,8.8
106373.77,386779.61,9.05
106440,386790,9.15
105889.71,386788.69,9.12
106480,386800,9.08
106430,386795,9.52
106255,386780,10.03
106315,386790,10.03
106325,386800,10
106250,386800,10.06
106245,386790,10.09
106245,386780,10.09
106290,386795,10.07
106290,386785,9.98
106435,386780,9.64
106405,386795,9.55
106470,386800,9.55
106337.12,386785.32,9.71
106355,386780,9.97
106310,386780,9.96
106255,386790,9.88
106845,386799.99,5.57
106130,386765,10.57
106180,386775,10.54
106140,386755,10.51
106160,386775,10.57
106120,386765,10.62
106130,386755,10.61
106145,386770,10.61
105923.71,386770.53,10.47
106205,386770,10.26
105906.8,386756.61,10.26
106265,386775,10.22
105917.05,386761.7,10.27
106170,386770,10.47
106250,386770,10.33
106150,386760,10.3
106067.89,386769.76,10.74
106100,386755,11.4
106100,386765,11.34
105998.55,386770.85,11.21
105945.67,386766.78,11.44
106054.46,386757.12,11.73
106040.43,386750.54,11.61
105953.24,386773.66,11.6
105925.3,386755.88,11.2
106110,386765,10.88
106079.68,386767.21,10.83
106390.7,386760.76,10.81
106398.35,386752.09,10.92
105938.41,386757.66,11.15
106078.31,386756.5,11.05
106088.54,386761.39,11.02
106407.85,386758.93,10.21
106332.17,386771.57,9.74
106195,386760,9.74
106285,386770,9.73
105914.31,386775.27,9.8
106175,386760,9.91
106250,386760,9.89
106295,386775,9.84
106275,386760,9.69
106340,386765,9.48
105854.32,386755.59,9.48
106305,386765,9.46
106285,386760,9.53
105879.33,386753.18,9.69
106350,386765,9.6
106330,386760,9.55
106380.23,386757.51,9.94
106260,386765,10.1
106230,386770,10.08
106240,386770,10.08
106195,386775,10.13
106235,386760,10.2
106419.38,386753.99,10.2
106165,386760,10.19
105888.51,386759.61,10.08
106205,386755,9.99
106220,386770,9.97
106275,386770,9.95
105857.53,386766.1,10.01
106215,386760,10.08
106185,386760,10.05
106225,386755,10.05
106629.53,386783.14,5.13
106880,386790,5.12
106880,386800,5.12
106950,386800,5.14
106619.87,386794.3,5.19
106730,386790,5.19
106880,386780,5.14
106960,386780,5.1
106973.07,386780.33,5.02
106940,386800,5.02
106960,386800,4.99
106890,386780,5.05
106745.68,386789.85,5.09
106760.4,386778.8,5.08
107000,386780,5.06
106859.68,386790.06,5.2
106639.53,386784.11,5.41
106710,386780,5.39
106870,386800,5.36
106590.24,386783.4,5.44
106750,386780,5.54
106760,386790,5.53
106632.06,386793.12,5.5
106720.01,386795,5.34
106960,386790,5.21
106842.5,386789.28,5.2
106870,386780,5.2
106597.64,386776.2,5.29
106855,386800,5.33
106870,386790,5.31
106860,386780,5.3
107010,386780,4.97
105971.2,386755.44,12.35
106012.13,386753.14,12.24
106026.76,386766.43,12.24
105971.23,386765.77,12.38
105985.07,386762.29,13.11
105979.37,386772.49,12.73
105961.58,386760.63,12.61
105949.42,386757.27,12.23
106010.19,386768.87,12.09
105994.68,386758.68,12
106067.99,386753.04,11.75
106032.9,386775.05,12.09
106038.09,386763.9,12.22
106023.21,386755.42,12.17
106048.35,386766.19,12.17
107020,386780,4.71
106910,386780,4.9
106920,386780,4.89
106910,386800,4.89
106990,386780,4.94
106890,386790,4.97
106900,386780,4.96
106890,386800,4.96
107000,386790,4.89
106934.35,386787.26,4.8
106972.81,386796.5,4.8
106948.1,386780.82,4.8
106900.24,386790.22,4.8
106990,386790,4.87
106990,386800,4.87
106920,386790,4.86
106335,386805,10.38
106255,386810,10.36
106310,386810,10.34
106270,386820,10.38
106280,386815,10.43
106081.42,386806.6,10.39
106270,386810,10.39
106360,386810,10.33
105926.32,386803.97,10.21
106375,386810,10.18
106325,386825,10.18
106385,386815,10.21
106280,386805,10.31
106305,386820,10.23
106290,386805,10.21
106099.37,386822.49,10.43
105944.83,386811.17,10.6
106330,386815,10.6
105938.02,386818.92,10.6
106285,386825,10.61
106370,386820,10.65
106290,386815,10.63
106260,386820,10.62
106140,386805,10.59
106345,386805,10.47
106140,386820,10.44
106111.58,386822.23,10.43
106130,386819.99,10.48
106300,386810,10.58
106109.71,386811.83,10.57
106130,386805,10.5
106395,386820,10.13
106470,386810,9.43
106445,386810,9.38
105874.24,386802.62,9.37
106455,386805,9.44
105898.6,386819.35,9.52
106485,386825,9.46
106470,386820,9.46
105927.5,386817.42,9.37
106490,386810,9.16
105912.28,386801.66,9.14
106505,386825,9.11
106495,386820,9.24
105916.96,386822.05,9.32
105914.07,386811.56,9.28
106480,386810,9.26
106460,386825,9.52
106430,386825,9.8
106415,386815,9.79
105875.56,386813.84,9.78
106405,386815,9.86
106320,386810,9.98
106450,386825,9.92
106420,386825,9.86
106440,386820,9.78
106405,386805,9.6
105896.83,386806.98,9.59
106460,386815,9.53
106435,386810,9.65
106415,386805,9.76
106410,386825,9.67
106425,386810,9.66
106001.63,386809.23,13.15
105994.46,386819.92,12.98
105984.02,386810.46,12.96
106958.63,386830.23,4.8
106900,386840,5.06
106913.81,386842.14,5
106940,386840,4.82
106011.73,386817.11,12.93
106019.76,386810.22,12.31
106051.64,386809.77,12.22
105970.29,386820.3,12.14
105965.7,386809.17,12.35
105992.23,386802.89,12.92
106039.36,386817.48,12.64
106024.15,386823.43,12.4
106900,386830,5.06
106870,386830,5.59
106880,386850,5.5
106880,386830,5.32
106870,386840,6.01
106636.77,386836.56,6.26
106571.7,386832.94,6.12
105893.47,386836.01,6.07
106890,386850,5.21
106930,386830,5.13
106930,386840,5.12
106889.12,386836.45,5.1
106900,386850,5.14
106910,386830,5.17
106940,386830,5.17
106920,386830,5.16
106056.52,386825.13,12.09
106250,386825,10.84
106240,386810,10.82
106345,386820,10.8
106205,386820,10.88
106160,386810,10.97
106160,386820,10.9
106295,386825,10.88
106355,386825,10.78
106120,386805,10.69
106150,386820,10.67
106098.54,386811.27,10.66
106315,386825,10.7
106150,386810,10.76
106082.65,386816.74,10.71
105950.18,386821.76,10.7
106195,386815,11
106210,386810,11.73
106220,386805,11.54
106230,386820,11.45
106065.65,386820.43,11.81
106075,386825,12.08
106061.75,386810.03,12.08
105960.01,386824.99,12
106200,386805,11.37
106180,386820,11.12
106240,386820,11.1
106230,386810,11.03
106170,386815,11.13
106190,386805,11.28
106215,386820,11.25
106180,386810,11.18
106515,386825,8.74
105996.32,386790.03,13.26
105970.45,386800.1,13.11
105960.01,386784.99,12.87
106003.21,386797.42,13.27
106970,386810,4.81
106928.83,386801.14,4.8
106902.32,386819.08,4.8
105982.95,386782.76,12.82
106055,386784.99,12.48
106060,386795,12.39
105972.41,386779.74,12.36
105943.03,386776.77,12.59
106035,386799.99,12.71
105975.87,386790.37,12.64
105980.52,386799.63,12.63
106960,386820,4.82
106940,386810,5.06
106890,386810,5.02
106930,386820,5.01
106940,386820,5.09
106738.43,386802.25,5.23
106880,386820,5.2
106880,386810,5.16
106920,386820,4.99
106960,386810,4.86
106980,386810,4.85
106970,386820,4.83
106910,386810,4.86
106950,386810,4.99
106950,386820,4.98
106920,386810,4.89
106046.48,386799.41,12.36
106180,386785,10.8
105932.7,386776.25,10.79
106190,386785,10.77
106165,386800,10.82
106220,386795,10.96
106175,386800,10.93
106170,386790,10.86
106102.17,386782.64,10.73
106155,386790,10.69
106106.09,386794.13,10.69
106135,386790,10.67
106081.52,386777.43,10.69
106155,386800,10.72
106230,386800,10.71
106125,386795,10.7
106210,386790,11
106041.24,386790.8,12.12
105955.25,386796.41,11.88
106015.76,386784.99,11.59
106026.28,386788.55,12.17
106017.51,386797.65,12.29
106021.11,386776.44,12.29
106048.45,386776.25,12.25
106090.01,386800,11.35
106185,386795,11.07
106095,386789.99,11.06
106200,386795,11.03
106006.4,386779.27,11.09
106210,386800,11.24
105946.36,386791.46,11.2
106080.33,386789.54,11.13
106740,386820,7.06
106631.54,386823.25,7.01
106545,386825,6.99
106850,386820,7.07
106520,386810,7.42
106750,386820,7.34
106525,386820,7.27
106760,386810,6.93
106540,386815,6.73
106611.34,386824.86,6.73
106540,386805,6.66
106637.62,386812.54,6.74
106530,386810,6.91
106686.81,386805.34,6.8
106830,386810,6.79
106840,386820,7.52
106770,386820,8.3
106820,386820,8.23
106703.69,386804.86,8.09
106795,386820,8.43
106500,386810,8.5
106780,386820,8.47
106810,386820,8.45
106810,386810,8.02
106510,386810,7.75
106770,386810,7.65
106820,386810,7.55
106780,386810,7.83
106760,386820,7.99
106830,386820,7.94
106795,386810,7.87
106619.09,386818.37,6.64
106593.98,386817.9,5.6
106571.5,386803.81,5.6
106860,386810,5.59
106596.32,386807.07,5.88
106850,386810,5.94
106750,386810,5.92
106584.27,386822.23,5.92
106607.29,386813.56,5.51
106730.01,386810,5.37
106609.97,386800.99,5.33
106890,386820,5.27
106870,386810,5.38
106552.91,386814.08,5.49
106619.79,386807.78,5.46
106870,386820,5.42
106860,386820,6.18
105888.34,386817.75,6.52
106666.42,386820.54,6.5
106585,386810,6.43
105884.2,386804.61,6.55
106676.28,386813.28,6.61
106648.41,386808.03,6.6
106641.75,386822.1,6.56
106840,386810,6.39
106574.26,386822.71,6.25
106560.18,386805.33,6.21
106566.28,386815.46,6.19
106666.27,386809.74,6.33
106676.26,386803.17,6.34
106652.03,386824.33,6.33
106629.84,386803.26,6.33
105998.37,386889.6,12.06
106131.51,387074.08,12.57
106128.72,387063.93,12.34
106050.49,387068.43,12.21
106119.59,387070.68,12.74
106074.99,387053.87,12.87
106079.47,387074.52,12.85
106115.8,387058.97,12.84
106146.5,387069.71,12.13
106155.75,387055.64,10.75
106160.57,387064.65,10.52
106182.69,387063.87,10.39
106036.83,387056.27,10.83
106142.53,387059.72,12.01
106056.98,387060.19,11.85
106063.73,387068.58,11.12
106103.07,387061.08,12.89
105990.23,387080.37,9.1
106227.69,387096.92,9.09
106002.02,387084.16,8.64
106216.79,387095.57,9.15
106011.04,387078.58,9.69
106206.43,387076.34,9.3
106213.72,387085.38,9.22
106007.84,387093.44,8.42
106090.14,387058.52,12.99
106094.32,387069.09,12.97
106098.53,387051.65,12.92
106077.7,387063.9,13.13
105979.15,387087.76,8.32
105988.52,387092.49,5.46
106107.4,387072.73,13.35
106170.64,387070.01,10.38
105973.54,387060.48,5.59
105979.46,387074.39,5.19
106062.14,387038.03,13.43
105995.9,387061.78,8.64
106020.47,387058.77,8.99
105989.07,387050.57,8.66
105998.17,387074.06,8.64
106104.07,387028.88,13.3
106085.92,387036.86,12.98
106071.35,387042.43,12.94
106097.29,387039.51,12.91
106085.95,387047.64,13.02
106114.21,387047.08,13.2
106108.39,387038.44,13.08
106064.49,387026.2,13.03
105999.12,387051.48,9.02
106193.89,387072.13,9.99
106192.95,387061.65,9.77
106190.79,387050.49,9.54
106036.84,387067.01,10.14
106178.81,387052.09,10.3
106168.09,387057.68,10.2
106026.68,387050.73,10.19
106010.15,387056.41,9.52
106025.39,387069.64,9.23
105983.56,387065.22,9.18
105963.78,387051.73,9.09
106007.29,387067.45,9.33
106202.81,387064.14,9.44
106207.73,387055.23,9.36
106216.8,387075.12,9.33
106021.08,387101.16,10.61
106058.77,387120.71,10.49
106218.49,387120.26,10.24
106049.3,387114.4,10.63
106033.43,387101.54,10.69
106206.24,387113.35,10.68
